"categoria","centroide_lat","centroide_lon","fuente","id","nombre","nombre_completo","provincia_id","provincia_interseccion","provincia_nombre"
"Comuna",-30.868882352834,-61.3471968909725,"Servicio de Catastro e Información Territorial","822273","Humberto Primo","Comuna Humberto Primo","82",0.0024561643565538,"Santa Fe"
"Comuna",-32.6894261984962,-61.3524022732471,"Servicio de Catastro e Información Territorial","822882","Bustinza","Comuna Bustinza","82",0.00244448432052633,"Santa Fe"
"Municipio",-27.5269569187276,-55.602078795522,"Ministerio de Ecología","540070","Cerro Corá","Municipio Cerro Corá","54",0.0051096394772177,"Misiones"
"Municipio",-32.8957783490774,-60.9187521819631,"Servicio de Catastro e Información Territorial","820294","Roldán","Municipio Roldán","82",0.000872045102629935,"Santa Fe"
"Municipio",-27.4338171392785,-55.9588395478272,"Ministerio de Ecología","540119","Posadas","Municipio Posadas","54",0.0110160339829297,"Misiones"
"Municipio",-27.6772283781459,-54.9694390877479,"Ministerio de Ecología","540406","Panambí","Municipio Panambí","54",0.00697875929715793,"Misiones"
"Municipio",-27.1001832606051,-55.3071982607112,"Ministerio de Ecología","540448","Hipólito Irigoyen","Municipio Hipólito Irigoyen","54",0.00290853458323095,"Misiones"
"Comuna",-27.307109503708,-65.0372047995846,"Dirección de Estadística de la Prov. Tucumán","908315","Los Puestos","Comuna Los Puestos","90",0.0253635368588126,"Tucumán"
"Comuna",-32.6562575730711,-60.8950897190287,"Servicio de Catastro e Información Territorial","822924","Pueblo Andino","Comuna Pueblo Andino","82",0.00035637544885553,"Santa Fe"
"Comuna",-34.3109550568,-62.1448112331167,"Servicio de Catastro e Información Territorial","822637","Diego de Alvear","Comuna Diego de Alvear","82",0.00190971573512238,"Santa Fe"
"Comuna",-33.0903529206549,-60.7611100951987,"Servicio de Catastro e Información Territorial","823421","Piñero","Comuna Piñero","82",0.000706964153356274,"Santa Fe"
"Comuna",-32.97909764739,-61.5854778267263,"Servicio de Catastro e Información Territorial","822945","Villa Eloísa","Comuna Villa Eloísa","82",0.00286807185543268,"Santa Fe"
"Comuna",-33.7131345050997,-61.0938153477268,"Servicio de Catastro e Información Territorial","822469","Juncal","Comuna Juncal","82",0.0021545277531151,"Santa Fe"
"Comuna",-33.5768599189389,-61.1369934634345,"Servicio de Catastro e Información Territorial","822413","Alcorta","Comuna Alcorta","82",0.00407075655223284,"Santa Fe"
"Municipio",-28.0544358853964,-55.6663453779073,"Ministerio de Ecología","540014","Azara","Municipio Azara","54",0.00614217913395896,"Misiones"
"Municipio",-27.3576371079952,-54.4485723077611,"Ministerio de Ecología","540518","Colonia Aurora","Municipio Colonia Aurora","54",0.018342961367073,"Misiones"
"Comuna",-33.2433836177208,-60.8804688942708,"Servicio de Catastro e Información Territorial","823351","Acebal","Comuna Acebal","82",0.000941252381470341,"Santa Fe"
"Comuna",-33.2732069574524,-60.7175504486773,"Servicio de Catastro e Información Territorial","823449","Uranga","Comuna Uranga","82",0.000556858684630317,"Santa Fe"
"Comuna",-33.3210672687667,-61.0446821957672,"Servicio de Catastro e Información Territorial","824037","Villa Mugueta","Comuna Villa Mugueta","82",0.00215776800249432,"Santa Fe"
"Comuna",-33.3079861342604,-62.0036810567071,"Servicio de Catastro e Información Territorial","822063","Chañar Ladeado","Comuna Chañar Ladeado","82",0.00184942588184901,"Santa Fe"
"Comuna",-33.2950393682508,-61.8668567595637,"Servicio de Catastro e Información Territorial","822042","Berabevú","Comuna Berabevú","82",0.00173480076693098,"Santa Fe"
"Comuna",-33.3121265044986,-61.7157535227622,"Servicio de Catastro e Información Territorial","822084","Los Quirquinchos","Comuna Los Quirquinchos","82",0.00169911051628743,"Santa Fe"
"Comuna",-33.541936744233,-61.9638069432744,"Servicio de Catastro e Información Territorial","822658","La Chispa","Comuna La Chispa","82",0.00126565581803241,"Santa Fe"
"Comuna",-33.5498667445692,-61.650449190212,"Servicio de Catastro e Información Territorial","822623","Chovet","Comuna Chovet","82",0.00276931082282433,"Santa Fe"
"Comuna",-33.4139104479583,-61.8824911849558,"Servicio de Catastro e Información Territorial","822070","Gödeken","Comuna Gödeken","82",0.00182423212614444,"Santa Fe"
"Comuna",-34.0395665841678,-61.9128668122658,"Servicio de Catastro e Información Territorial","822686","María Teresa","Comuna María Teresa","82",0.00475074903315845,"Santa Fe"
"Comuna",-33.4122172296587,-60.8200483661571,"Servicio de Catastro e Información Territorial","822518","Santa Teresa","Comuna Santa Teresa","82",0.00149789652299785,"Santa Fe"
"Comuna",-33.3068723102644,-60.5882071972284,"Servicio de Catastro e Información Territorial","823393","Coronel Bogado","Comuna Coronel Bogado","82",0.0011755720928593,"Santa Fe"
"Municipio",-32.8513187425264,-60.7040059945102,"Servicio de Catastro e Información Territorial","820196","Granadero Baigorria","Municipio Granadero Baigorria","82",0.000212223223337388,"Santa Fe"
"Municipio",-31.3121237322311,-64.5025780020643,"Direc. Grl. de Catastro","140665","Bialet Massé","Municipio Bialet Massé","14",0.000360539684009383,"Córdoba"
"Municipio",-32.8201185294457,-60.7155011280834,"Servicio de Catastro e Información Territorial","820266","Capitán Bermúdez","Municipio Capitán Bermúdez","82",0.000229091040755406,"Santa Fe"
"Comuna",-32.8521392232929,-60.8055572417445,"Servicio de Catastro e Información Territorial","823414","Ibarlucea","Comuna Ibarlucea","82",0.000387217261855922,"Santa Fe"
"Comuna",-33.0710404515635,-60.6419157603517,"Servicio de Catastro e Información Territorial","823372","Alvear","Comuna Alvear","82",0.000474776489950513,"Santa Fe"
"Comuna",-29.9434037285444,-59.8247012547278,"Servicio de Catastro e Información Territorial","823687","Alejandra","Comuna Alejandra","82",0.0192773546549296,"Santa Fe"
"Municipio",-26.9170167064855,-55.058944620698,"Ministerio de Ecología","540294","Capioví","Municipio Capioví","54",0.00357694608700479,"Misiones"
"Comuna",-32.6908912128988,-61.1174499429479,"Servicio de Catastro e Información Territorial","822931","Salto Grande","Comuna Salto Grande","82",0.00180287993811424,"Santa Fe"
"Comuna",-34.3009579908087,-62.3291867781285,"Servicio de Catastro e Información Territorial","822574","Aarón Castellanos","Comuna Aarón Castellanos","82",0.00310406137438533,"Santa Fe"
"Municipio",-41.8628906112854,-71.5292009547547,"A.R.T - Gerencia de Catastro","620070","El Bolson","Municipio El Bolson","62",0.00689905019672727,"Río Negro"
"Municipio",-41.1225978897056,-71.3797361980635,"A.R.T - Gerencia de Catastro","620077","San Carlos de Bariloche","Municipio San Carlos de Bariloche","62",0.00128149222603562,"Río Negro"
"Municipio",-39.3096814687974,-65.7874879345286,"A.R.T - Gerencia de Catastro","620056","Luis Beltran","Municipio Luis Beltran","62",0.000569735717414173,"Río Negro"
"Municipio",-39.2954108986731,-65.6496694401313,"A.R.T - Gerencia de Catastro","620028","Choele Choel","Municipio Choele Choel","62",0.000897479212690583,"Río Negro"
"Municipio",-27.2063287575881,-55.279570796595,"Ministerio de Ecología","540469","Santo Pipo","Municipio Santo Pipo","54",0.0108163747980168,"Misiones"
"Municipio",-38.6833232356604,-68.1813074789279,"A.R.T - Gerencia de Catastro","620098","Campo Grande","Municipio Campo Grande","62",0.000280088838354245,"Río Negro"
"Municipio",-27.0078976283378,-55.3166124203083,"Ministerio de Ecología","540420","Colonia Polana","Municipio Colonia Polana","54",0.00286377637714241,"Misiones"
"Municipio",-38.8398592335241,-67.3191257956811,"A.R.T - Gerencia de Catastro","620175","Mainque","Municipio Mainque","62",0.00462372875955573,"Río Negro"
"Municipio",-30.9830362325549,-64.1282788962145,"Direc. Grl. de Catastro","140112","Jesús María","Municipio Jesús María","14",0.000592796494583725,"Córdoba"
"Municipio",-33.9820493176756,-64.0855019234334,"Direc. Grl. de Catastro","140826","La Cautiva","Municipio La Cautiva","14",9.84187551746942e-05,"Córdoba"
"Municipio",-27.6390377593074,-55.2119796755876,"Ministerio de Ecología","540273","Gobernador López","Municipio Gobernador López","54",0.00298484222571172,"Misiones"
"Municipio",-38.8373190542739,-67.2329966686374,"A.R.T - Gerencia de Catastro","620168","Ingeniero Huergo","Municipio Ingeniero Huergo","62",0.00521168990255257,"Río Negro"
"Comisión de Fomento",-41.5877092934517,-71.5461873896747,"A.R.T - Gerencia de Catastro","625028","El Manso","Comisión de Fomento El Manso","62",0.00688560673907579,"Río Negro"
"Municipio",-31.0000989874002,-64.2753880432833,"Direc. Grl. de Catastro","140126","La Granja","Municipio La Granja","14",0.00069157902268045,"Córdoba"
"Comisión de Fomento",-41.2545511067632,-66.4262124862793,"A.R.T - Gerencia de Catastro","625189","Sierra Paileman","Comisión de Fomento Sierra Paileman","62",0.0169972445717072,"Río Negro"
"Comisión de Fomento",-35.6486769518977,-64.7947455489824,"Direc. Grl. de Catastro","425112","Pichi Huinca","Comisión de Fomento Pichi Huinca","42",0.00359580009986148,"La Pampa"
"Comisión de Fomento",-41.0317785123533,-67.2289997540711,"A.R.T - Gerencia de Catastro","625126","Yaminué","Comisión de Fomento Yaminué","62",0.0026701403947605,"Río Negro"
"Comisión de Fomento",-40.6523873505042,-69.0264752767975,"A.R.T - Gerencia de Catastro","625203","Colan Conhué","Comisión de Fomento Colan Conhué","62",0.0135123456750555,"Río Negro"
"Municipio",-31.9618836173473,-63.3815414522131,"Direc. Grl. de Catastro","141001","Colazo","Municipio Colazo","14",1.23601841700942e-05,"Córdoba"
"Comisión de Fomento",-40.2923882541388,-69.5866017327969,"A.R.T - Gerencia de Catastro","625070","Mencuen","Comisión de Fomento Mencuen","62",0.0223254912626866,"Río Negro"
"Comisión de Fomento",-41.2742447606359,-70.0751620437645,"A.R.T - Gerencia de Catastro","625217","Clemente Onelli","Comisión de Fomento Clemente Onelli","62",0.00521623512914816,"Río Negro"
"Comisión de Fomento",-40.5306782823036,-70.0352483234368,"A.R.T - Gerencia de Catastro","625140","Pilquiniyeu del Limay","Comisión de Fomento Pilquiniyeu del Limay","62",0.00379102692331626,"Río Negro"
"Municipio",-42.73147668589,-65.0483377516849,"Dirección General de Estadística y Censos","260007","Puerto Madryn","Municipio Puerto Madryn","26",0.00211495105161688,"Chubut"
"Municipio",-42.482632829529,-71.4218533427071,"Dirección General de Estadística y Censos","260014","Cholila","Municipio Cholila","26",0.00131113476927878,"Chubut"
"Municipio",-44.1813420342195,-71.3431136361393,"Dirección General de Estadística y Censos","260161","Río Pico","Municipio Río Pico","26",0.015827271027683,"Chubut"
"Municipio",-44.9493845325169,-71.2117317733664,"Dirección General de Estadística y Censos","260126","Alto Río Senguer","Municipio Alto Río Senguer","26",0.0204926965044508,"Chubut"
"Municipio",-44.2923070734091,-70.7832052068574,"Dirección General de Estadística y Censos","260147","Gobernador Costa","Municipio Gobernador Costa","26",0.0168658726182828,"Chubut"
"Municipio",-42.1082232091107,-71.4939336193377,"Dirección General de Estadística y Censos","260021","El Hoyo","Municipio El Hoyo","26",0.000882832900567701,"Chubut"
"Comuna Rural",-42.1630600944267,-70.6587711745075,"Dirección General de Estadística y Censos","268014","Cushamen","Comuna Rural Cushamen","26",0.000162506429618246,"Chubut"
"Comuna Rural",-43.6946453652295,-66.4938176077616,"Dirección General de Estadística y Censos","268028","Dique Florentino Ameghino","Comuna Rural Dique Florentino Ameghino","26",0.000141147598773447,"Chubut"
"Comuna Rural",-45.5777033871546,-71.0372325754432,"Dirección General de Estadística y Censos","268098","Doctor Ricardo Rojas","Comuna Rural Doctor Ricardo Rojas","26",1.59953997325175e-05,"Chubut"
"Municipio",-43.517929877381,-71.457093661324,"Dirección General de Estadística y Censos","260070","Corcovado","Municipio Corcovado","26",0.000349499999475159,"Chubut"
"Municipio",-45.6405207802239,-69.0158940631978,"Dirección General de Estadística y Censos","260140","Sarmiento","Municipio Sarmiento","26",0.00309332830909642,"Chubut"
"Comisión de Fomento",-43.8683992681332,-69.0483419273241,"Dirección General de Estadística y Censos","265021","Paso de Indios","Comisión de Fomento Paso de Indios","26",8.29788467037483e-05,"Chubut"
"Comisión de Fomento",-42.7142084594083,-70.5385061881655,"Dirección General de Estadística y Censos","265007","Gualjaina","Comisión de Fomento Gualjaina","26",0.000343313992079377,"Chubut"
"Comuna Rural",-43.3048186911105,-69.6832150363228,"Dirección General de Estadística y Censos","268049","Aldea Epulef","Comuna Rural Aldea Epulef","26",0.000441842767840628,"Chubut"
"Comuna Rural",-45.2957790585196,-69.9689190757892,"Dirección General de Estadística y Censos","268105","Facundo","Comuna Rural Facundo","26",0.000158788382200864,"Chubut"
"Comuna Rural",-42.517453780872,-68.2827116707789,"Dirección General de Estadística y Censos","268126","Gan Gan","Comuna Rural Gan Gan","26",3.38724646714757e-05,"Chubut"
"Comuna Rural",-45.9334874892864,-71.2821431559325,"Dirección General de Estadística y Censos","268112","Lago Blanco","Comuna Rural Lago Blanco","26",1.15073114634911e-05,"Chubut"
"Comuna Rural",-42.7651335003203,-69.1757884059083,"Dirección General de Estadística y Censos","268042","Lagunita Salada","Comuna Rural Lagunita Salada","26",0.000438407808652698,"Chubut"
"Comuna Rural",-43.7137219194695,-67.2925930651808,"Dirección General de Estadística y Censos","268077","Las Plumas","Comuna Rural Las Plumas","26",2.10490156409673e-05,"Chubut"
"Comuna Rural",-43.8915368579323,-68.439661239644,"Dirección General de Estadística y Censos","268084","Los Altares","Comuna Rural Los Altares","26",0.000446476536592965,"Chubut"
"Comuna Rural",-42.7463204230383,-69.5836276706305,"Dirección General de Estadística y Censos","268070","Paso del Sapo","Comuna Rural Paso del Sapo","26",0.000164237285633914,"Chubut"
"Municipio",-37.1049269830237,-64.7100455299848,"Direc. Grl. de Catastro","420294","Quehué","Municipio Quehué","42",0.0110254345269098,"La Pampa"
"Comuna Rural",-42.4225080787712,-66.9530756416637,"Dirección General de Estadística y Censos","268133","Telsen","Comuna Rural Telsen","26",2.69718957587489e-05,"Chubut"
"Municipio",-35.6396510640821,-64.371960668905,"Direc. Grl. de Catastro","420035","Arata","Municipio Arata","42",0.00378293021248887,"La Pampa"
"Comisión de Fomento",-35.0689021449121,-63.6874058774599,"Direc. Grl. de Catastro","425140","Sarah","Comisión de Fomento Sarah","42",0.0015666239789947,"La Pampa"
"Comisión de Fomento",-36.1713696479035,-65.2508938793726,"Direc. Grl. de Catastro","425091","Loventué","Comisión de Fomento Loventué","42",0.0039401846460515,"La Pampa"
"Municipio",-36.4918397041486,-63.637667725147,"Direc. Grl. de Catastro","420217","Lonquimay","Municipio Lonquimay","42",0.00416041661265014,"La Pampa"
"Municipio",-36.244121325494,-65.0217182225344,"Direc. Grl. de Catastro","420224","Luan Toro","Municipio Luan Toro","42",0.00829796137083432,"La Pampa"
"Municipio",-36.6770495426264,-65.3294244941345,"Direc. Grl. de Catastro","420070","Carro Quemado","Municipio Carro Quemado","42",0.0240970782425392,"La Pampa"
"Comisión de Fomento",-37.6579811945705,-64.0516815451907,"Direc. Grl. de Catastro","425105","Perú","Comisión de Fomento Perú","42",0.00283622896856824,"La Pampa"
"Comisión de Fomento",-37.4369062402097,-64.1768424743253,"Direc. Grl. de Catastro","425028","Colonia Santa María","Comisión de Fomento Colonia Santa María","42",0.00421379410834895,"La Pampa"
"Municipio",-38.2691742864471,-63.4812273049458,"Direc. Grl. de Catastro","420182","Jacinto Arauz","Municipio Jacinto Arauz","42",0.00989606681388529,"La Pampa"
"Municipio",-36.8296816826031,-63.4977798993706,"Direc. Grl. de Catastro","420364","Tomás Manuel Anchorena","Municipio Tomás Manuel Anchorena","42",0.00488039335293301,"La Pampa"
"Comisión de Fomento",-36.2436590954094,-63.4979561556211,"Direc. Grl. de Catastro","425126","Relmo","Comisión de Fomento Relmo","42",0.000694609999555921,"La Pampa"
"Municipio",-36.5322365145791,-64.4089343089286,"Direc. Grl. de Catastro","420336","Santa Rosa","Municipio Santa Rosa","42",0.0101962091072072,"La Pampa"
"Comisión de Fomento",-38.5453661204737,-65.8572271584388,"Direc. Grl. de Catastro","425070","Gobernador Duval","Comisión de Fomento Gobernador Duval","42",0.0490643533403468,"La Pampa"
"Comisión de Fomento",-35.1878951146314,-64.0782858104043,"Direc. Grl. de Catastro","425063","Falucho","Comisión de Fomento Falucho","42",0.0018519099781955,"La Pampa"
"Comuna",-38.2360587226759,-66.9836778535492,"Direc. Grl. de Catastro","422007","Casa de Piedra","Comuna Casa de Piedra","42",0.0116984493759267,"La Pampa"
"Comisión de Fomento",-38.2880644808571,-64.8154556410667,"Direc. Grl. de Catastro","425042","Cuchillo Có","Comisión de Fomento Cuchillo Có","42",0.0177148503636971,"La Pampa"
"Comisión de Fomento",-36.4002145195534,-67.4087920568523,"Direc. Grl. de Catastro","420011","Algarrobo del Águila","Comisión de Fomento Algarrobo del Águila","42",0.0307086004007287,"La Pampa"
"Municipio",-35.4203277421276,-63.9035759107822,"Direc. Grl. de Catastro","420392","Vértiz","Municipio Vértiz","42",0.00308667944987115,"La Pampa"
"Municipio",-33.1696958774564,-64.9783311643432,"Direc. Grl. de Catastro","140756","Achiras","Municipio Achiras","14",7.10911656366175e-05,"Córdoba"
"Municipio",-31.0500245015485,-64.3259937691715,"Direc. Grl. de Catastro","140084","Agua de Oro","Municipio Agua de Oro","14",0.000682466508936099,"Córdoba"
"Comuna",-30.5351780991222,-65.1225465080377,"Direc. Grl. de Catastro","142133","Alto de los Quebrachos","Comuna Alto de los Quebrachos","14",0.00105460288157235,"Córdoba"
"Comuna",-31.5186767924263,-65.0780298240083,"Direc. Grl. de Catastro","142833","Ambul","Comuna Ambul","14",0.000683877161112219,"Córdoba"
"Municipio",-33.6394688790659,-62.4028701481866,"Direc. Grl. de Catastro","140483","Arias","Municipio Arias","14",4.50855018425777e-05,"Córdoba"
"Comuna",-30.8588942256558,-63.6494965710203,"Direc. Grl. de Catastro","142609","Atahona","Comuna Atahona","14",4.6927201276173e-05,"Córdoba"
"Municipio",-31.4197877113034,-63.0461064879716,"Direc. Grl. de Catastro","141176","Arroyito","Municipio Arroyito","14",0.000124926261143736,"Córdoba"
"Municipio",-33.0277675204366,-63.6714870729591,"Direc. Grl. de Catastro","140392","Bengolea","Municipio Bengolea","14",9.17703013843708e-06,"Córdoba"
"Municipio",-33.5839636595371,-62.7275448917718,"Direc. Grl. de Catastro","141617","Benjamín Gould","Municipio Benjamín Gould","14",1.69611172620504e-05,"Córdoba"
"Municipio",-33.477401802254,-62.3387928906849,"Direc. Grl. de Catastro","140504","Cavanagh","Municipio Cavanagh","14",1.3025861402512e-05,"Córdoba"
"Municipio",-30.7381485912168,-63.725138408134,"Direc. Grl. de Catastro","141512","Cañada de Luque","Municipio Cañada de Luque","14",0.000130356240889257,"Córdoba"
"Municipio",-32.1348568466706,-64.4331269585083,"Direc. Grl. de Catastro","140042","Villa del Dique","Municipio Villa del Dique","14",0.00040043127999072,"Córdoba"
"Comuna",-31.1582887825211,-64.478139337956,"Direc. Grl. de Catastro","142476","Casa Grande","Comuna Casa Grande","14",4.52877438784513e-05,"Córdoba"
"Municipio",-33.0231292173334,-64.0481926881725,"Direc. Grl. de Catastro","140406","Charras","Municipio Charras","14",1.40872481702327e-05,"Córdoba"
"Comuna",-33.4634143562878,-62.730992323301,"Direc. Grl. de Catastro","143239","Colonia Bremen","Comuna Colonia Bremen","14",7.10494980545856e-06,"Córdoba"
"Comuna",-31.2036266461889,-63.2243244282166,"Direc. Grl. de Catastro","142637","Colonia las Cuatro Esquinas","Comuna Colonia las Cuatro Esquinas","14",6.15827840361134e-05,"Córdoba"
"Municipio",-31.2488859057542,-62.3626031807013,"Direc. Grl. de Catastro","141197","Colonia Marina","Municipio Colonia Marina","14",6.44640154695637e-06,"Córdoba"
"Municipio",-33.3065740201285,-62.1813642349834,"Direc. Grl. de Catastro","140511","Colonia Italiana","Municipio Colonia Italiana","14",2.08464510030025e-05,"Córdoba"
"Comuna",-31.2076433233757,-62.111193657276,"Direc. Grl. de Catastro","142938","Colonia Iturraspe","Comuna Colonia Iturraspe","14",3.79755779187688e-07,"Córdoba"
"Municipio",-31.2182550189733,-64.0295107530515,"Direc. Grl. de Catastro","140098","Colonia Tirolesa","Municipio Colonia Tirolesa","14",0.00225842561256202,"Córdoba"
"Comuna",-31.3039964065618,-62.9366942797858,"Direc. Grl. de Catastro","142945","Colonia las Pichanas","Comuna Colonia las Pichanas","14",0.000133997531751232,"Córdoba"
"Municipio",-32.122539446147,-64.7855875348449,"Direc. Grl. de Catastro","140070","Villa Yacanto","Municipio Villa Yacanto","14",0.0032349812192805,"Córdoba"
"Municipio",-27.4811807319862,-54.7985455372284,"Ministerio de Ecología","540511","Alba Posse","Municipio Alba Posse","54",0.0140208428073959,"Misiones"
"Comuna",-33.6654575921611,-63.5399472201016,"Direc. Grl. de Catastro","142315","El Rastreador","Comuna El Rastreador","14",3.82037596275865e-06,"Córdoba"
"Municipio",-31.6470824674008,-63.7622771614346,"Direc. Grl. de Catastro","141008","Costasacate","Municipio Costasacate","14",8.71552877842702e-06,"Córdoba"
"Municipio",-32.2156832682067,-64.3816869058496,"Direc. Grl. de Catastro","140007","Embalse","Municipio Embalse","14",0.000562694763024145,"Córdoba"
"Municipio",-31.5279808890143,-62.7236406722185,"Direc. Grl. de Catastro","141211","Colonia San Bartolomé","Municipio Colonia San Bartolomé","14",7.64885792096944e-06,"Córdoba"
"Municipio",-34.3738504142088,-64.5317794477809,"Direc. Grl. de Catastro","140217","Del Campillo","Municipio Del Campillo","14",3.79293502825558e-05,"Córdoba"
"Comuna",-30.8087116780106,-65.4590362546606,"Direc. Grl. de Catastro","142364","El Chacho","Comuna El Chacho","14",0.000353339017430048,"Córdoba"
"Comuna",-31.0189797076703,-63.6071854343479,"Direc. Grl. de Catastro","142658","El Crispín","Comuna El Crispín","14",3.6651884706613e-06,"Córdoba"
"Municipio",-31.9696658576857,-62.3017073883342,"Direc. Grl. de Catastro","141239","El Fortín","Municipio El Fortín","14",8.18953443831646e-06,"Córdoba"
"Municipio",-33.4605679567117,-62.433942915908,"Direc. Grl. de Catastro","140546","Guatimozín","Municipio Guatimozín","14",2.78093181353529e-05,"Córdoba"
"Comuna",-30.1647579225083,-63.8576472993799,"Direc. Grl. de Catastro","143211","El Rodeo","Comuna El Rodeo","14",1.81899357357913e-05,"Córdoba"
"Comuna",-31.1856303095222,-65.2460012237226,"Direc. Grl. de Catastro","142371","Estancia de Guadalupe","Comuna Estancia de Guadalupe","14",0.00130029724947792,"Córdoba"
"Municipio",-34.6683135253941,-62.0397484845501,"ARBA - Gerencia de Servicios Catastrales","060351","General Pinto","Municipio General Pinto","06",0.00813990424457797,"Buenos Aires"
"Municipio",-32.9395872460527,-63.2476339192828,"Direc. Grl. de Catastro","140294","Etruria","Municipio Etruria","14",1.86376320155755e-05,"Córdoba"
"Municipio",-32.8126298411653,-63.8707446907222,"Direc. Grl. de Catastro","140413","General Cabrera","Municipio General Cabrera","14",4.53694560719491e-05,"Córdoba"
"Municipio",-38.3886180658492,-59.5866369475028,"ARBA - Gerencia de Servicios Catastrales","060742","San Cayetano","Municipio San Cayetano","06",0.010047085737695,"Buenos Aires"
"Municipio",-38.5116665533312,-60.2376664741026,"ARBA - Gerencia de Servicios Catastrales","060833","Tres Arroyos","Municipio Tres Arroyos","06",0.0198482766976844,"Buenos Aires"
"Municipio",-38.670481146508,-61.0956539726774,"ARBA - Gerencia de Servicios Catastrales","060189","Coronel Dorrego","Municipio Coronel Dorrego","06",0.0195949277744605,"Buenos Aires"
"Municipio",-38.2555189703716,-59.1673660597249,"ARBA - Gerencia de Servicios Catastrales","060581","Necochea","Municipio Necochea","06",0.0152189599449576,"Buenos Aires"
"Comuna",-31.134641078071,-65.3098829147869,"Direc. Grl. de Catastro","142378","Guasapampa","Comuna Guasapampa","14",0.000865412670237903,"Córdoba"
"Municipio",-31.072010551809,-64.4965933938749,"Direc. Grl. de Catastro","140686","Huerta Grande","Municipio Huerta Grande","14",7.99353215047945e-05,"Córdoba"
"Municipio",-34.8375108995881,-64.3759223052139,"Direc. Grl. de Catastro","140224","Huinca Renancó","Municipio Huinca Renancó","14",7.99672905089047e-05,"Córdoba"
"Municipio",-32.8118251859775,-63.0314306796737,"Direc. Grl. de Catastro","141652","Idiazabal","Municipio Idiazabal","14",1.7729292336577e-05,"Córdoba"
"Comuna",-31.7968283637741,-63.6502998161586,"Direc. Grl. de Catastro","142812","Impira","Comuna Impira","14",2.92107779473373e-06,"Córdoba"
"Municipio",-33.9522414433712,-62.9759295184544,"Direc. Grl. de Catastro","140623","La Cesira","Municipio La Cesira","14",9.99002160435432e-06,"Córdoba"
"Municipio",-31.4046082891522,-62.6361489012367,"Direc. Grl. de Catastro","141260","La Francia","Municipio La Francia","14",5.81498903905023e-05,"Córdoba"
"Municipio",-35.8494190496267,-57.89575256553,"ARBA - Gerencia de Servicios Catastrales","060466","Lezama","Municipio Lezama","06",0.00337013908108334,"Buenos Aires"
"Municipio",-35.6187689428966,-57.9043202817549,"ARBA - Gerencia de Servicios Catastrales","060218","Chascomús","Municipio Chascomús","06",0.0102065600810841,"Buenos Aires"
"Municipio",-30.9068096845912,-62.215044195689,"Direc. Grl. de Catastro","141267","La Paquita","Municipio La Paquita","14",8.39742059022664e-06,"Córdoba"
"Municipio",-35.4261581088971,-57.3996034517523,"ARBA - Gerencia de Servicios Catastrales","060655","Punta Indio","Municipio Punta Indio","06",0.00517615652222715,"Buenos Aires"
"Municipio",-34.1381957287912,-58.8830222693034,"ARBA - Gerencia de Servicios Catastrales","060126","Campana","Municipio Campana","06",0.00313005308983942,"Buenos Aires"
"Municipio",-33.1508319281254,-62.8591932549994,"Direc. Grl. de Catastro","141666","Laborde","Municipio Laborde","14",2.90961452576373e-05,"Córdoba"
"Municipio",-34.1281097677491,-63.3878358370211,"Direc. Grl. de Catastro","140630","Laboulaye","Municipio Laboulaye","14",9.7032097274392e-05,"Córdoba"
"Municipio",-31.7757220077539,-63.7859839452442,"Direc. Grl. de Catastro","141015","Laguna Larga","Municipio Laguna Larga","14",8.88835929844616e-05,"Córdoba"
"Municipio",-26.9628192811879,-54.4040788497149,"Ministerio de Ecología","540203","San Vicente","Municipio San Vicente","54",0.0499214440487393,"Misiones"
"Comuna",-30.7826893147179,-61.9173543437841,"Direc. Grl. de Catastro","142952","Colonia San Pedro","Comuna Colonia San Pedro","14",7.5147648174062e-06,"Córdoba"
"Comuna",-30.9460219430716,-64.2677377008499,"Direc. Grl. de Catastro","143183","La Pampa","Comuna La Pampa","14",4.37207859353458e-05,"Córdoba"
"Comuna",-32.0779893265375,-64.9970015769107,"Direc. Grl. de Catastro","142896","La Población","Comuna La Población","14",0.000337066898683851,"Córdoba"
"Comuna",-30.5684483421589,-63.5150983800264,"Direc. Grl. de Catastro","142679","La Posta","Comuna La Posta","14",8.027892152974e-06,"Córdoba"
"Comuna",-31.755784835336,-64.4614102717181,"Direc. Grl. de Catastro","143029","La Rancherita","Comuna La Rancherita","14",1.74443246421954e-05,"Córdoba"
"Comuna",-30.1602808580713,-62.9334837181419,"Direc. Grl. de Catastro","142763","La Rinconada","Comuna La Rinconada","14",4.90476482551312e-06,"Córdoba"
"Municipio",-32.7619158521806,-63.7924284582828,"Direc. Grl. de Catastro","140420","General Deheza","Municipio General Deheza","14",0.000108576615879999,"Córdoba"
"Municipio",-31.2431510613549,-63.0622120893958,"Direc. Grl. de Catastro","141274","La Tordilla","Municipio La Tordilla","14",6.19344498206046e-06,"Córdoba"
"Municipio",-33.280100079492,-63.9782972324101,"Direc. Grl. de Catastro","140833","Las Acequias","Municipio Las Acequias","14",2.2961265431915e-05,"Córdoba"
"Comuna",-32.3218044631245,-63.8678208637172,"Direc. Grl. de Catastro","143141","General Fotheringham","Comuna General Fotheringham","14",6.99662528575102e-06,"Córdoba"
"Municipio",-33.1041248833881,-64.2944375380398,"Direc. Grl. de Catastro","140840","Las Higueras","Municipio Las Higueras","14",6.67742673910794e-05,"Córdoba"
